0.0,474514.0,3.8260959897290205,-0.0018296616492696615,-2.3566680473587773,474508.0,3.826118619911747,-0.0018139093154560275,-2.3590529567163112
1.0,474534.0,3.8260009632315128,-0.0019138298439864217,-2.3472581907640024,474548.0,3.8259725897985266,-0.0019583476328525048,-2.3398972905520883
2.0,474614.0,3.8259403996720813,-0.0020075538388414,-2.3074450132861801,474608.0,3.8259468932086942,-0.0020020310773948284,-2.3099185856336044
3.0,474654.0,3.8258999341301472,-0.0020518767143772338,-2.2875204243956886,474648.0,3.825893602123517,-0.0020539424459996491,-2.2901034919059917
4.0,474714.0,3.8259154400100179,-0.0020391657118960182,-2.257019516193481,474729.0,3.8259070298000757,-0.0020496551035448095,-2.249519347041061
5.0,474754.0,3.8259085266996591,-0.0020549191431316256,-2.2369024794159205,474808.0,3.825976349816552,-0.001969744822014841,-2.2084117107931158
6.0,474794.0,3.8259562382130761,-0.0019957251771330806,-2.2161982117800205,474818.0,3.8259894455546721,-0.0019529526367937985,-2.2032210891033297
7.0,474834.0,3.8260081424435257,-0.0019288044447422065,-2.1954415859363001,474858.0,3.8260368068264246,-0.0018905867137294649,-2.1824967703917992
8.0,474874.0,3.8260533946885031,-0.0018675699129016899,-2.17473738576895,474898.0,3.8260824981485992,-0.001826658574547362,-2.1617967704841101
9.0,474914.0,3.8261007327181287,-0.0018004930583692545,-2.1540222799508015,474928.0,3.8261191282695659,-0.0017737014490782561,-2.1462397428297844
10.0,474954.0,3.8261483894570483,-0.0017296642023378996,-2.1332670810542278,474978.0,3.8261754476088279,-0.0016880938164855635,-2.1203131074249053
11.0,474994.0,3.82619094764279,-0.0016639379746502118,-2.1125513587173921,475018.0,3.8262164871874838,-0.0016226522119086753,-2.0996176220548701
12.0,475034.0,3.8262311836773986,-0.001596534353889473,-2.0918541210505466,475058.0,3.826257767076394,-0.0015510949874545782,-2.0788948276525097
13.0,475074.0,3.826273838044512,-0.0015235628633535525,-2.0711141150091006,475098.0,3.8262990617433723,-0.001479267095560746,-2.0581553763385805
14.0,475114.0,3.8263131951289222,-0.0014536442817377068,-2.0503882308863335,475138.0,3.8263357936476772,-0.0014109764188497262,-2.0374517568251651
15.0,475154.0,3.8263480488885011,-0.0013847099467501226,-2.0296937394821053,475178.0,3.8263701518315143,-0.0013403666684640716,-2.0167555286502092
16.0,475194.0,3.8263839924868295,-0.0013130849590826032,-2.0089849795036563,475218.0,3.8264067449638843,-0.0012665936819789344,-1.9960241399705207
17.0,475234.0,3.8264197014645247,-0.0012393564498513095,-1.9882529789265047,475258.0,3.8264402713437153,-0.0011946641235223577,-1.9753092646293013
18.0,475274.0,3.8264508825211703,-0.0011683694989725159,-1.9675517274087524,475298.0,3.8264671163288204,-0.001130536454425954,-1.9546601217950099
19.0,475314.0,3.8264754301226986,-0.0011115179767733853,-1.9469475869678903,475338.0,3.8264857410319726,-0.0010840685767837511,-1.9341218889317049
20.0,475354.0,3.8264895969691253,-0.0010716375407768227,-1.9264541451366781,475378.0,3.8264912592263771,-0.0010620499932154279,-1.9137479232982506
21.0,475374.0,3.826491372425453,-0.0010627119424630052,-1.916281229112142,475418.0,3.8264823277476676,-0.0010847398195883858,-1.8936559871769303
22.0,475454.0,3.8264733973413598,-0.001133420419808883,-1.8762461226615781,475468.0,3.8264696931622213,-0.001153688803904289,-1.8687850839878373
23.0,475534.0,3.8264546095536964,-0.0012345375496514367,-1.8364084618405057,475548.0,3.8264514793303932,-0.0012474812716909119,-1.8288999847043317
24.0,475614.0,3.8264389109605257,-0.0013022697842829487,-1.7963648440978084,475598.0,3.8264416972571622,-0.0012882140722994932,-1.8038659741021557
25.0,475654.0,3.8264322924580854,-0.0013403481895686012,-1.7763639200690802,475669.0,3.8264300341776476,-0.00135515353857094,-1.7688675632091451
26.0,475694.0,3.8264263595825452,-0.0013816095047093308,-1.7563843379047042,475708.0,3.8264242729984184,-0.0013983847886004086,-1.7488993372602926
27.0,475734.0,3.8264211515469944,-0.0014264531451295571,-1.7364244815443612,475748.0,3.826419466879655,-0.0014428187301868925,-1.7289367403390552
28.0,475774.0,3.8264168188442635,-0.0014694023530951877,-1.7164533988536135,475788.0,3.826415321428188,-0.0014852479805640831,-1.7089627440798156
29.0,475814.0,3.8264131009370796,-0.0015113677564547959,-1.6964762252140992,475828.0,3.8264119586069247,-0.0015265084286322334,-1.6889808532218737
30.0,475854.0,3.8264102907211854,-0.00155060372581821,-1.6764815799140464,475868.0,3.8264094000689135,-0.0015646004553177086,-1.6689793818677769
31.0,475894.0,3.8264081419144618,-0.0015876175975985678,-1.6564737782086616,475908.0,3.8264075542411948,-0.0016011699266883462,-1.6489686419222518
32.0,475934.0,3.8264068389582926,-0.0016229451972054082,-1.6364550271113372,475948.0,3.8264065439753105,-0.0016355160325598498,-1.6289438788120671
33.0,475974.0,3.8264062737192845,-0.0016558776710176174,-1.6164218241784964,475988.0,3.8264062617185832,-0.0016677487628651425,-1.6089065209329443
34.0,476014.0,3.8264065023983185,-0.0016866787372522046,-1.5963757250201245,476028.0,3.8264067933522847,-0.0016973911434445183,-1.5888533060808625
35.0,476054.0,3.8264075124932382,-0.0017141089541984024,-1.5763092199194366,476068.0,3.8264080903419151,-0.0017234317446150008,-1.5687786062062925
36.0,476094.0,3.8264093072696017,-0.0017376270612377172,-1.5562194643284191,476098.0,3.8264095882858409,-0.0017402321837748508,-1.553706236031263
37.0,476134.0,3.8264118993778635,-0.0017562148685754746,-1.5361001293099765,476149.0,3.8264130758524604,-0.001761815038667295,-1.5285472695348088
